Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Aug-13,Murder,Solved,Ealing ,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Unsolved,Ealing ,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-13,Murder,Solved,Ealing ,Black
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,Nov-13,Murder,Solved,Ealing ,Asian
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,Dec-13,Murder,Unsolved,Ealing ,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Dec-13,Murder,Solved,Ealing ,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-13,Murder,Solved,Islington,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-13,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Islington,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Jun-13,Murder,Solved,Islington,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Oct-13,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-13,Murder,Solved,Haringey,Black
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,Aug-13,Murder,Solved,Haringey,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-13,Murder,Solved,Haringey,Black
1,35 to 44,Female,Other Methods of Killing,Not Domestic Abuse,Dec-13,Murder,Solved,Haringey,White
1,20 to 24,Female,Other Methods of Killing,Domestic Abuse,Jul-13,Murder,Solved,Southwark,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-13,Murder,Solved,Southwark,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Feb-13,Murder,Solved,Lewisham,Black
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Mar-13,Murder,Solved,Lewisham,Black
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,May-13,Murder,Solved,Lewisham,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Aug-13,Murder,Solved,Lewisham,White
1,13 to19,Male,Shooting,Not Domestic Abuse,May-13,Murder,Solved,Bromley,Black
1,13 to19,Male,Other Methods of Killing,Not Domestic Abuse,Sep-13,Manslaughter,Solved,Bromley,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Jan-13,Murder,Solved,Greenwich,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Apr-13,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-13,Murder,Solved,Greenwich,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Greenwich,White
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-13,Murder,Solved,Croydon,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jun-13,Manslaughter,Solved,Croydon,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-13,Murder,Solved,Croydon,Black
1,20 to 24,Female,Other Methods of Killing,Domestic Abuse,Nov-13,Murder,Solved,Croydon,White
1,25 to 34,Male,Not known/Not Recorded,Not Domestic Abuse,Nov-13,Murder,Unsolved,Croydon,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,Oct-13,Murder,Solved,Sutton,White
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-13,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Tower Hamlets,White
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,Jul-13,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-13,Murder,Solved,Tower Hamlets,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Oct-13,Murder,Solved,Redbridge,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Dec-13,Murder,Solved,Redbridge,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-13,Murder,Solved,Hackney,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Feb-13,Murder,Solved,Hackney,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Feb-13,Murder,Solved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-13,Murder,Solved,Hackney,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Jul-13,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Hackney,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Nov-13,Manslaughter,Solved,Hackney,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-13,Murder,Unsolved,Hackney,Black
1,45 to 54,Male,Not known/Not Recorded,Not Domestic Abuse,Jul-13,Murder,Solved,Waltham Forest,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jul-13,Murder,Solved,Waltham Forest,Black
1,25 to 34,Female,Not known/Not Recorded,Domestic Abuse,Sep-13,Murder,Unsolved,Waltham Forest,Asian
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Mar-13,Murder,Solved,Barking & Dagenham,Black
1,55 to 64,Female,Shooting,Domestic Abuse,Jun-13,Murder,Solved,Barking & Dagenham,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,Aug-13,Murder,Solved,Barking & Dagenham,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Oct-13,Manslaughter,Solved,Barking & Dagenham,Asian
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,Jan-13,Manslaughter,Solved,Enfield,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Apr-13,Murder,Solved,Enfield,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-13,Murder,Solved,Enfield,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-13,Murder,Solved,Enfield,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-13,Murder,Solved,Enfield,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-13,Murder,Solved,Enfield,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-13,Murder,Solved,Newham,Black
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,Jun-13,Murder,Solved,Newham,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Jun-13,Murder,Solved,Newham,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Jul-13,Manslaughter,Solved,Newham,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Aug-13,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Newham,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Sep-13,Murder,Solved,Newham,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-13,Murder,Solved,Havering,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Feb-13,Manslaughter,Solved,Havering,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Sep-13,Murder,Solved,Havering,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-13,Murder,Solved,Hammersmith & Fulham,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,Oct-13,Manslaughter,Unsolved,Hammersmith & Fulham,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-13,Murder,Solved,Westminster,Other
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Mar-13,Corporate Manslaughter,Unsolved,Westminster,White
1,65 and over,Male,Not known/Not Recorded,Not Domestic Abuse,Mar-13,Murder,Solved,Westminster,White
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Mar-13,Murder,Solved,Westminster,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Dec-13,Murder,Solved,Westminster,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,Dec-13,Murder,Solved,Westminster,Black
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,Feb-14,Manslaughter,Solved,Wandsworth,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Wandsworth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-14,Murder,Solved,Wandsworth,Black
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,Apr-14,Murder,Solved,Kingston Upon Thames,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Apr-14,Murder,Solved,Kingston Upon Thames,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Apr-14,Murder,Solved,Kingston Upon Thames,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,May-14,Manslaughter,Solved,Kingston Upon Thames,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Hounslow,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Richmond Upon Thames,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Sep-14,Murder,Solved,Richmond Upon Thames,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Hillingdon,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-14,Murder,Solved,Hillingdon,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Sep-14,Manslaughter,Solved,Hillingdon,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Lambeth,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Lambeth,Asian
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-14,Manslaughter,Solved,Lambeth,White
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Jan-14,Murder,Solved,Brent,Asian
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-14,Murder,Solved,Brent,Asian
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Brent,White
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Brent,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Brent,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Aug-14,Manslaughter,Solved,Harrow,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Solved,Harrow,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,May-14,Murder,Solved,Camden,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Camden,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Barnet,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-14,Murder,Solved,Barnet,White
1,13 to19,Female,Other Methods of Killing,Not Domestic Abuse,Jul-14,Murder,Solved,Barnet,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-14,Murder,Solved,Barnet,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Barnet,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Ealing ,White
1,35 to 44,Female,Blunt Implement,Domestic Abuse,May-14,Murder,Solved,Ealing ,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Ealing ,Asian
1,13 to19,Female,"Physical Assault, no weapon",Not Domestic Abuse,Sep-14,Murder,Solved,Ealing ,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Ealing ,Black
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-14,Murder,Solved,Islington,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Islington,Black
1,25 to 34,Female,Shooting,Domestic Abuse,Nov-14,Murder,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Mar-14,Murder,Solved,Haringey,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Haringey,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Aug-14,Murder,Solved,Haringey,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Southwark,Black
1,13 to19,Male,Shooting,Not Domestic Abuse,Nov-14,Murder,Solved,Southwark,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Lewisham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-14,Murder,Solved,Lewisham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Lewisham,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-14,Murder,Solved,Bromley,White
1,13 to19,Male,Other Methods of Killing,Not Domestic Abuse,Nov-14,Manslaughter,Unsolved,Greenwich,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-14,Murder,Solved,Croydon,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Croydon,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Croydon,Black
1,20 to 24,Male,Blunt Implement,Domestic Abuse,Nov-14,Murder,Solved,Croydon,White
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-14,Manslaughter,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Bexley,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Feb-14,Murder,Solved,Tower Hamlets,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Solved,Tower Hamlets,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Dec-14,Murder,Solved,Tower Hamlets,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Nov-14,Murder,Solved,Redbridge,White
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Dec-14,Murder,Solved,Redbridge,Asian
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Unsolved,Redbridge,Asian
1,13 to19,Female,Shooting,Not Domestic Abuse,Mar-14,Murder,Solved,Hackney,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Mar-14,Murder,Solved,Hackney,Black
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Hackney,Black
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Apr-14,Murder,Solved,Hackney,White
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Jul-14,Murder,Solved,Hackney,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Hackney,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Waltham Forest,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Waltham Forest,Black
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,Mar-14,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Sep-14,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Barking & Dagenham,Black
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Jun-14,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Sep-14,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Enfield,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Sep-14,Murder,Solved,Enfield,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Sep-14,Murder,Solved,Enfield,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-14,Murder,Solved,Enfield,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Nov-14,Manslaughter,Solved,Enfield,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Solved,Enfield,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-14,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Newham,Asian
1,20 to 24,Male,Knife or Sharp Implement,Domestic Abuse,Mar-14,Murder,Solved,Newham,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-14,Murder,Solved,Newham,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-14,Murder,Solved,Newham,White
1,45 to 54,Female,Blunt Implement,Not Domestic Abuse,Jan-14,Murder,Solved,Kensington & Chelsea,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jul-14,Murder,Unsolved,Kensington & Chelsea,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Nov-14,Corporate Manslaughter,Solved,Kensington & Chelsea,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Westminster,Other
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,Feb-14,Manslaughter,Unsolved,Westminster,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,May-14,Corporate Manslaughter,Solved,Westminster,Asian
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Dec-14,Murder,Solved,Westminster,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Unsolved,Westminster,White
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,May-15,Murder,Solved,Wandsworth,Other
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Jun-15,Murder,Solved,Wandsworth,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-15,Manslaughter,Solved,Kingston Upon Thames,White
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Aug-15,Murder,Solved,Hounslow,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Jan-15,Murder,Solved,Hillingdon,Black
1,35 to 44,Male,Shooting,Not Domestic Abuse,Feb-15,Murder,Unsolved,Hillingdon,Other
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Mar-15,Murder,Solved,Hillingdon,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-15,Murder,Solved,Hillingdon,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Hillingdon,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Hillingdon,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-15,Murder,Solved,Lambeth,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,Feb-15,Murder,Unsolved,Lambeth,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jun-15,Murder,Solved,Lambeth,Black
1,13 to19,Male,Other Methods of Killing,Not Domestic Abuse,Aug-15,Murder,Solved,Lambeth,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Aug-15,Murder,Unsolved,Lambeth,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,Sep-15,Manslaughter,Solved,Lambeth,Asian
1,45 to 54,Male,Other Methods of Killing,Domestic Abuse,Oct-15,Murder,Unsolved,Lambeth,White
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Feb-15,Murder,Solved,Merton,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Merton,Asian
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-15,Manslaughter,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-15,Murder,Solved,Brent,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,Apr-15,Murder,Solved,Brent,Other
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-15,Murder,Solved,Brent,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-15,Murder,Solved,Brent,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Oct-15,Murder,Solved,Brent,Asian
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Oct-15,Murder,Solved,Brent,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Brent,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Brent,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-15,Murder,Solved,Harrow,White
1,25 to 34,Female,"Physical Assault, no weapon",Not Domestic Abuse,Aug-15,Murder,Solved,Harrow,Black
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,Nov-15,Murder,Solved,Harrow,Asian
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-15,Murder,Solved,Camden,Black
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Oct-15,Murder,Solved,Barnet,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-15,Murder,Solved,Barnet,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-15,Murder,Solved,Ealing ,Asian
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Mar-15,Murder,Solved,Ealing ,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,Jun-15,Manslaughter,Solved,Ealing ,Asian
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,Jul-15,Murder,Solved,Ealing ,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-15,Murder,Solved,Ealing ,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Dec-15,Murder,Solved,Ealing ,Asian
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Jan-15,Murder,Solved,Islington,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Jan-15,Murder,Solved,Islington,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-15,Murder,Solved,Islington,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-15,Murder,Solved,Islington,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Jul-15,Murder,Solved,Islington,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,Oct-15,Murder,Solved,Islington,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Islington,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-15,Murder,Solved,Islington,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-15,Murder,Solved,Haringey,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Jan-15,Murder,Solved,Haringey,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-15,Murder,Solved,Haringey,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-15,Murder,Solved,Haringey,Black
1,35 to 44,Male,Shooting,Not Domestic Abuse,Jul-15,Murder,Unsolved,Haringey,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Haringey,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-15,Murder,Solved,Haringey,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Apr-15,Murder,Unsolved,Southwark,Black
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-15,Murder,Solved,Southwark,White
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Jun-15,Murder,Solved,Southwark,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-15,Murder,Solved,Southwark,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-15,Murder,Solved,Lewisham,Black
1,65 and over,Female,Blunt Implement,Domestic Abuse,Jul-15,Murder,Solved,Lewisham,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-15,Murder,Solved,Lewisham,Black
1,13 to19,Male,Not known/Not Recorded,Not Domestic Abuse,Sep-15,Manslaughter,Solved,Lewisham,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Feb-15,Murder,Solved,Greenwich,Black
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Feb-15,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-15,Murder,Solved,Greenwich,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-15,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Sep-15,Murder,Unsolved,Greenwich,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-15,Murder,Solved,Greenwich,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-15,Murder,Solved,Greenwich,White
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Jun-15,Murder,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Bexley,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-15,Murder,Solved,Tower Hamlets,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Aug-15,Murder,Solved,Tower Hamlets,Asian
1,35 to 44,Male,"Physical Assault, no weapon",Domestic Abuse,Sep-15,Murder,Solved,Tower Hamlets,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-15,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Nov-15,Murder,Solved,Tower Hamlets,White
1,35 to 44,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-15,Murder,Solved,Redbridge,Asian
